Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.17 [1.15-1.20],6.353e-37,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-PL%,1.16 [1.13-1.19],4.918e-33,***,Phospholipids to Total-Lipids in Medium HDL percentage
IDL-TG%,1.16 [1.13-1.18],1.207e-35,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.15 [1.12-1.17],5.220e-31,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-TG%,1.14 [1.12-1.17],2.690e-28,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
TG/PG,1.14 [1.12-1.17],3.425e-25,***,Triglycerides to Phosphoglycerides ratio
XS-VLDL-PL%,1.13 [1.11-1.16],1.335e-25,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,1.13 [1.11-1.16],1.636e-19,***,Phospholipids to Total-Lipids in Large HDL percentage
S-HDL-TG%,1.13 [1.11-1.15],8.286e-25,***,Triglycerides to Total-Lipids in Small HDL percentage
M-VLDL-TG%,1.13 [1.10-1.15],6.840e-24,***,Triglycerides to Total-Lipids in Medium VLDL percentage
L-HDL-TG%,1.13 [1.10-1.15],1.387e-19,***,Triglycerides to Total-Lipids in Large HDL percentage
M-LDL-TG%,1.12 [1.10-1.15],1.647e-23,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-TG%,1.12 [1.10-1.15],4.827e-22,***,Triglycerides to Total-Lipids in Small LDL percentage
XL-HDL-FC%,1.12 [1.09-1.15],1.609e-14,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XL-HDL-TG%,1.12 [1.10-1.15],1.485e-18,***,Triglycerides to Total-Lipids in Very Large HDL percentage
GlycA,1.12 [1.09-1.14],4.833e-18,***,Glycoprotein Acetyls
M-HDL-TG%,1.11 [1.09-1.14],1.287e-17,***,Triglycerides to Total-Lipids in Medium HDL percentage
S-VLDL-TG%,1.11 [1.09-1.13],3.179e-17,***,Triglycerides to Total-Lipids in Small VLDL percentage
XL-VLDL-TG%,1.10 [1.08-1.12],2.020e-14,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-HDL-TG,1.10 [1.08-1.12],7.119e-14,***,Triglycerides in Small HDL
VLDL-size,1.10 [1.07-1.12],2.427e-11,***,Average Diameter for VLDL Particles
XL-VLDL-TG,1.10 [1.07-1.12],7.716e-12,***,Triglycerides in Very Large VLDL
XXL-VLDL-P,1.09 [1.07-1.11],1.808e-09,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-PL,1.09 [1.06-1.11],3.075e-09,***,Phospholipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-TG,1.09 [1.06-1.11],9.900e-09,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XL-VLDL-P,1.09 [1.06-1.11],2.238e-09,***,Concentration of Very Large VLDL Particles
XXL-VLDL-L,1.09 [1.06-1.11],9.553e-09,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XL-VLDL-L,1.09 [1.06-1.11],4.963e-09,***,Total-Lipids in Very Large VLDL
VLDL-TG,1.09 [1.06-1.11],6.142e-09,***,Triglycerides in VLDL
L-VLDL-PL%,1.09 [1.06-1.11],1.069e-10,***,Phospholipids to Total-Lipids in Large VLDL percentage
S-VLDL-TG,1.08 [1.06-1.11],1.181e-09,***,Triglycerides in Small VLDL
Total-TG,1.08 [1.06-1.11],1.903e-08,***,Total-Triglycerides
Creatinine,1.08 [1.06-1.11],1.322e-04,***,Creatinine
L-VLDL-PL,1.08 [1.06-1.10],4.168e-08,***,Phospholipids in Large VLDL
S-LDL-TG,1.08 [1.06-1.10],1.384e-07,***,Triglycerides in Small LDL
XXL-VLDL-FC,1.08 [1.06-1.10],2.200e-07,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
XL-VLDL-PL,1.08 [1.06-1.10],1.620e-07,***,Phospholipids in Very Large VLDL
XS-VLDL-TG,1.08 [1.06-1.10],2.504e-08,***,Triglycerides in Very Small VLDL
XXL-VLDL-C,1.08 [1.05-1.10],1.380e-06,***,Cholesterol in Chylomicrons and Extremely Large VLDL
L-VLDL-P,1.08 [1.05-1.10],8.252e-07,***,Concentration of Large VLDL Particles
L-VLDL-TG,1.08 [1.05-1.10],1.795e-06,***,Triglycerides in Large VLDL
M-LDL-TG,1.07 [1.05-1.10],5.885e-06,***,Triglycerides in Medium LDL
L-VLDL-L,1.07 [1.05-1.10],6.660e-06,***,Total-Lipids in Large VLDL
XXL-VLDL-CE,1.07 [1.05-1.10],1.338e-05,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
XL-VLDL-FC,1.07 [1.05-1.09],1.260e-05,***,Free Cholesterol in Very Large VLDL
L-VLDL-FC,1.07 [1.05-1.09],1.744e-05,***,Free Cholesterol in Large VLDL
LDL-TG,1.07 [1.04-1.09],2.189e-04,***,Triglycerides in LDL
M-VLDL-TG,1.07 [1.04-1.09],2.779e-04,***,Triglycerides in Medium VLDL
IDL-PL%,1.06 [1.04-1.09],1.903e-04,***,Phospholipids to Total-Lipids in IDL percentage
MUFA,1.06 [1.04-1.09],0.005,**,Monounsaturated Fatty Acids
IDL-TG,1.06 [1.04-1.08],0.002,**,Triglycerides in IDL
L-LDL-TG,1.06 [1.04-1.08],0.005,**,Triglycerides in Large LDL
HDL-TG,1.06 [1.04-1.08],0.011,*,Triglycerides in HDL
XL-VLDL-C,1.06 [1.03-1.08],0.047,*,Cholesterol in Very Large VLDL
L-VLDL-C,1.06 [1.03-1.08],0.047,*,Cholesterol in Large VLDL
M-HDL-TG,1.05 [1.03-1.08],0.038,*,Triglycerides in Medium HDL
XXL-VLDL-C%,0.95 [0.93-0.97],0.027,*,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Non-HDL-C,0.95 [0.93-0.97],0.029,*,Total-Cholesterol Minus HDL-C
S-HDL-FC%,0.95 [0.93-0.97],0.026,*,Free Cholesterol to Total-Lipids in Small HDL percentage
IDL-P,0.94 [0.93-0.96],0.004,**,Concentration of IDL Particles
PUFA,0.94 [0.92-0.96],0.018,*,Polyunsaturated Fatty Acids
LDL-C,0.94 [0.92-0.96],0.004,**,LDL Cholesterol
