Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-VLDL-TG%,2.64 [2.00-3.47],1.115e-06,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-VLDL-TG%,2.57 [2.08-3.18],4.469e-13,***,Triglycerides to Total-Lipids in Small VLDL percentage
XS-VLDL-TG%,2.57 [2.13-3.10],3.363e-17,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,2.52 [2.06-3.07],4.269e-14,***,Triglycerides to Total-Lipids in Medium VLDL percentage
L-LDL-TG%,2.43 [2.05-2.89],3.426e-19,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,2.43 [2.04-2.89],2.315e-18,***,Triglycerides to Total-Lipids in IDL percentage
Glu-lactate,2.29 [1.97-2.66],1.445e-21,***,Glucose-lactate
M-LDL-TG%,2.24 [1.90-2.63],5.384e-17,***,Triglycerides to Total-Lipids in Medium LDL percentage
Glu,2.12 [1.78-2.52],6.070e-12,***,Glucose
L-HDL-PL%,2.00 [1.69-2.35],4.724e-11,***,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-PL%,1.95 [1.63-2.33],7.136e-08,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.87 [1.58-2.22],1.123e-07,***,Triglycerides to Total-Lipids in Small LDL percentage
Sc-ala,1.87 [1.59-2.19],3.651e-09,***,Spectrometer-corrected alanine
Ala,1.73 [1.46-2.05],3.533e-05,***,Alanine
XL-VLDL-PL%,0.66 [0.58-0.75],2.024e-05,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
L-HDL-CE%,0.64 [0.56-0.75],7.353e-04,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
M-LDL-FC%,0.64 [0.55-0.75],0.012,*,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-C%,0.60 [0.52-0.69],6.159e-07,***,Cholesterol to Total-Lipids in Large HDL percentage
L-VLDL-C%,0.59 [0.50-0.71],0.002,**,Cholesterol to Total-Lipids in Large VLDL percentage
XS-VLDL-FC%,0.59 [0.51-0.69],1.294e-06,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Phosphoglyc,0.57 [0.47-0.69],0.002,**,Phosphoglycerides
VLDL-FC,0.57 [0.47-0.70],0.011,*,Free Cholesterol in VLDL
M-VLDL-CE%,0.56 [0.51-0.63],3.717e-20,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
L-HDL-FC%,0.56 [0.49-0.64],1.866e-11,***,Free Cholesterol to Total-Lipids in Large HDL percentage
S-VLDL-CE%,0.56 [0.48-0.65],3.991e-09,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
XS-VLDL-PL,0.55 [0.45-0.68],0.002,**,Phospholipids in Very Small VLDL
