Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.797 [0.783 - 0.811],0.724 [0.723 - 0.726],0.722 [0.699 - 0.752],0.724 [0.723 - 0.726],0.010 [0.009 - 0.010],0.447 [0.423 - 0.476],0.019 [0.018 - 0.020]
Demographic,0.818 [0.805 - 0.830],0.738 [0.737 - 0.741],0.738 [0.709 - 0.770],0.738 [0.737 - 0.741],0.011 [0.010 - 0.011],0.477 [0.448 - 0.508],0.021 [0.019 - 0.022]
Metabolite+Demographic,0.840 [0.828 - 0.849],0.763 [0.762 - 0.766],0.764 [0.741 - 0.789],0.763 [0.762 - 0.766],0.012 [0.011 - 0.013],0.527 [0.504 - 0.551],0.024 [0.022 - 0.025]
