Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.739 [0.705 - 0.784],0.686 [0.684 - 0.688],0.677 [0.619 - 0.741],0.686 [0.684 - 0.688],0.001 [0.001 - 0.002],0.364 [0.306 - 0.427],0.003 [0.003 - 0.004]
Demographic,0.696 [0.648 - 0.730],0.648 [0.646 - 0.650],0.640 [0.576 - 0.702],0.648 [0.646 - 0.650],0.001 [0.001 - 0.001],0.287 [0.224 - 0.349],0.003 [0.002 - 0.003]
Metabolite+Demographic,0.742 [0.714 - 0.782],0.678 [0.676 - 0.680],0.667 [0.610 - 0.732],0.678 [0.676 - 0.680],0.001 [0.001 - 0.002],0.345 [0.288 - 0.410],0.003 [0.002 - 0.003]
