Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.604 [0.576 - 0.632],0.575 [0.573 - 0.578],0.575 [0.539 - 0.626],0.575 [0.573 - 0.578],0.004 [0.003 - 0.004],0.151 [0.113 - 0.202],0.007 [0.006 - 0.008]
Demographic,0.740 [0.717 - 0.759],0.695 [0.692 - 0.697],0.694 [0.650 - 0.737],0.695 [0.692 - 0.697],0.006 [0.005 - 0.007],0.389 [0.345 - 0.431],0.012 [0.011 - 0.013]
Metabolite+Demographic,0.740 [0.719 - 0.761],0.693 [0.691 - 0.696],0.691 [0.657 - 0.731],0.693 [0.691 - 0.696],0.006 [0.005 - 0.007],0.385 [0.350 - 0.424],0.012 [0.011 - 0.013]
