Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.648 [0.599 - 0.689],0.622 [0.619 - 0.623],0.613 [0.549 - 0.686],0.622 [0.619 - 0.623],0.001 [0.001 - 0.002],0.235 [0.170 - 0.306],0.003 [0.002 - 0.003]
Demographic,0.610 [0.556 - 0.642],0.582 [0.580 - 0.584],0.580 [0.491 - 0.638],0.582 [0.580 - 0.584],0.001 [0.001 - 0.001],0.163 [0.074 - 0.219],0.002 [0.002 - 0.003]
Metabolite+Demographic,0.657 [0.615 - 0.699],0.627 [0.625 - 0.629],0.621 [0.550 - 0.691],0.627 [0.625 - 0.629],0.001 [0.001 - 0.002],0.248 [0.178 - 0.319],0.003 [0.002 - 0.003]
