Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.637 [0.606 - 0.669],0.593 [0.591 - 0.595],0.601 [0.535 - 0.680],0.593 [0.591 - 0.594],0.001 [0.001 - 0.001],0.192 [0.127 - 0.273],0.002 [0.002 - 0.002]
Demographic,0.645 [0.606 - 0.698],0.614 [0.611 - 0.616],0.616 [0.537 - 0.695],0.614 [0.611 - 0.616],0.001 [0.001 - 0.001],0.230 [0.151 - 0.309],0.002 [0.002 - 0.003]
Metabolite+Demographic,0.695 [0.659 - 0.737],0.652 [0.650 - 0.654],0.650 [0.580 - 0.725],0.652 [0.650 - 0.654],0.001 [0.001 - 0.001],0.300 [0.231 - 0.377],0.002 [0.002 - 0.003]
