Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.510 [0.476 - 0.544],0.511 [0.509 - 0.513],0.506 [0.437 - 0.556],0.511 [0.509 - 0.513],0.002 [0.002 - 0.003],0.016 [-0.054 - 0.067],0.005 [0.004 - 0.005]
Demographic,0.569 [0.545 - 0.592],0.545 [0.543 - 0.548],0.541 [0.501 - 0.588],0.545 [0.544 - 0.548],0.003 [0.002 - 0.003],0.087 [0.047 - 0.135],0.005 [0.005 - 0.006]
Metabolite+Demographic,0.550 [0.525 - 0.577],0.530 [0.527 - 0.532],0.526 [0.480 - 0.574],0.530 [0.528 - 0.532],0.003 [0.002 - 0.003],0.057 [0.010 - 0.104],0.005 [0.004 - 0.006]
