Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.533 [0.497 - 0.569],0.544 [0.543 - 0.546],0.539 [0.479 - 0.587],0.544 [0.543 - 0.546],0.001 [0.001 - 0.002],0.083 [0.023 - 0.132],0.003 [0.002 - 0.003]
Demographic,0.589 [0.556 - 0.625],0.553 [0.551 - 0.555],0.555 [0.498 - 0.607],0.553 [0.551 - 0.555],0.001 [0.001 - 0.002],0.109 [0.051 - 0.161],0.003 [0.002 - 0.003]
Metabolite+Demographic,0.567 [0.530 - 0.604],0.546 [0.544 - 0.548],0.544 [0.483 - 0.600],0.546 [0.544 - 0.548],0.001 [0.001 - 0.002],0.089 [0.029 - 0.146],0.003 [0.002 - 0.003]
