Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.637 [0.623 - 0.649],0.597 [0.595 - 0.599],0.595 [0.576 - 0.621],0.597 [0.595 - 0.599],0.008 [0.008 - 0.009],0.194 [0.173 - 0.218],0.016 [0.015 - 0.017]
Demographic,0.701 [0.689 - 0.717],0.648 [0.646 - 0.650],0.649 [0.625 - 0.678],0.648 [0.646 - 0.650],0.010 [0.010 - 0.011],0.298 [0.274 - 0.326],0.020 [0.019 - 0.022]
Metabolite+Demographic,0.707 [0.693 - 0.722],0.652 [0.650 - 0.654],0.653 [0.634 - 0.683],0.652 [0.650 - 0.654],0.010 [0.010 - 0.011],0.305 [0.287 - 0.334],0.021 [0.019 - 0.022]
