Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.677 [0.656 - 0.696],0.630 [0.628 - 0.632],0.629 [0.601 - 0.659],0.630 [0.628 - 0.632],0.011 [0.010 - 0.012],0.258 [0.230 - 0.289],0.021 [0.020 - 0.023]
Demographic,0.684 [0.672 - 0.698],0.633 [0.630 - 0.635],0.631 [0.607 - 0.665],0.633 [0.630 - 0.635],0.011 [0.010 - 0.012],0.264 [0.239 - 0.297],0.021 [0.020 - 0.023]
Metabolite+Demographic,0.718 [0.701 - 0.734],0.660 [0.657 - 0.662],0.661 [0.629 - 0.693],0.660 [0.657 - 0.662],0.012 [0.011 - 0.013],0.321 [0.288 - 0.352],0.024 [0.022 - 0.026]
