Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.633 [0.585 - 0.678],0.605 [0.603 - 0.607],0.615 [0.536 - 0.688],0.605 [0.603 - 0.607],0.001 [0.001 - 0.001],0.222 [0.142 - 0.293],0.002 [0.001 - 0.002]
Demographic,0.630 [0.595 - 0.681],0.567 [0.565 - 0.569],0.575 [0.512 - 0.668],0.567 [0.565 - 0.569],0.001 [0.001 - 0.001],0.142 [0.078 - 0.235],0.002 [0.001 - 0.002]
Metabolite+Demographic,0.666 [0.626 - 0.715],0.641 [0.639 - 0.643],0.636 [0.564 - 0.733],0.641 [0.639 - 0.643],0.001 [0.001 - 0.001],0.277 [0.207 - 0.373],0.002 [0.002 - 0.003]
