Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.765 [0.755 - 0.778],0.701 [0.699 - 0.704],0.700 [0.680 - 0.723],0.701 [0.699 - 0.704],0.017 [0.016 - 0.018],0.401 [0.382 - 0.423],0.033 [0.032 - 0.035]
Demographic,0.765 [0.754 - 0.776],0.702 [0.700 - 0.704],0.699 [0.680 - 0.723],0.702 [0.700 - 0.704],0.017 [0.016 - 0.018],0.401 [0.383 - 0.424],0.033 [0.032 - 0.035]
Metabolite+Demographic,0.805 [0.793 - 0.817],0.739 [0.737 - 0.741],0.736 [0.715 - 0.762],0.739 [0.737 - 0.741],0.020 [0.019 - 0.022],0.475 [0.454 - 0.502],0.040 [0.038 - 0.042]
