Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.630 [0.606 - 0.667],0.593 [0.590 - 0.594],0.589 [0.539 - 0.651],0.592 [0.590 - 0.594],0.002 [0.002 - 0.003],0.181 [0.132 - 0.244],0.004 [0.004 - 0.005]
Demographic,0.701 [0.676 - 0.735],0.638 [0.636 - 0.639],0.639 [0.579 - 0.689],0.638 [0.636 - 0.639],0.003 [0.002 - 0.003],0.277 [0.216 - 0.326],0.005 [0.005 - 0.006]
Metabolite+Demographic,0.699 [0.669 - 0.729],0.641 [0.639 - 0.642],0.637 [0.585 - 0.696],0.641 [0.639 - 0.642],0.003 [0.002 - 0.003],0.277 [0.225 - 0.337],0.005 [0.005 - 0.006]
