Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.593 [0.581 - 0.606],0.572 [0.570 - 0.574],0.570 [0.548 - 0.596],0.572 [0.570 - 0.574],0.009 [0.008 - 0.009],0.142 [0.120 - 0.167],0.017 [0.016 - 0.018]
Demographic,0.647 [0.629 - 0.662],0.609 [0.607 - 0.611],0.610 [0.584 - 0.634],0.609 [0.607 - 0.611],0.010 [0.009 - 0.011],0.219 [0.193 - 0.244],0.020 [0.019 - 0.021]
Metabolite+Demographic,0.641 [0.624 - 0.654],0.608 [0.606 - 0.610],0.609 [0.582 - 0.631],0.608 [0.606 - 0.610],0.010 [0.009 - 0.011],0.216 [0.191 - 0.238],0.020 [0.018 - 0.021]
